,GPH_code,QGIS_PlaceName,start_year,end_year,GPH_status,sovereign_GPH_code
2873,6802,Perim I.,1857,1937,Possession of,200.0
2884,6821,Lahej,1874,1937,Part of,682.0
2890,6822,Aqrabi,1888,1937,Part of,682.0
2896,6823,Dhala,1904,1937,Part of,682.0
2901,6824,Radfan,1816,1937,Unknown,
2907,6825,Alawi,1872,1937,Part of,682.0
2913,6826,Haushabi,1895,1937,Part of,682.0
2918,6827,Maflahi,1850,1962,Part of,6829.0
2922,6828,Shaibi,1874,1937,Part of,682.0
2928,6829,Upper Yafai,1903,1937,Part of,682.0
2934,6831,Lower Yafai,1895,1937,Part of,682.0
2940,6832,Fadhli,1888,1937,Part of,682.0
2946,6833,Beihan,1874,1937,Part of,682.0
2952,6834,Audhali,1890,1937,Part of,682.0
2958,6835,Upper Aulaqi (Sultanate),1890,1937,Part of,682.0
2964,6836,Upper Aulaqi (Sheikhdom),1890,1937,Part of,682.0
2970,6837,Lower Aulaqi,1888,1937,Protectorate of,682.0
2976,6838,Dathina Confederation,1874,1937,Part of,682.0
2982,6841,Wahidi,1881,1937,Part of,682.0
2988,6842,Haura,1902,1937,Part of,682.0
2994,6843,Irqa,1890,1937,Part of,682.0
3000,6844,Kathiri of Seiyun,1888,1937,Part of,682.0
3006,6845,Quaiti of Shihr and Mukalla,1888,1937,Part of,682.0
3012,6846,Mahri of Qishn and Socotra,1886,1937,Part of,682.0
3020,6959,Buraimi Neutral Zone,1816,1949,Part of,6961.0
3026,6961,Abu Dhabi,1820,1971,Part of,696.0
3029,6962,Dubai,1835,1971,Part of,696.0
3032,6963,Sharjah,1820,1971,Part of,696.0
3035,6964,Kalba,1903,1936,Protectorate of,200.0
3039,6965,Ajman,1820,1971,Part of,696.0
3042,6966,Umm al Qawain,1820,1971,Part of,696.0
3046,6967,Ras al Khaimah,1900,1921,Part of,6963.0
3050,6968,Fujairah,1886,1952,Protectorate of,200.0
3058,6971,Abu Musa I.,1816,1971,Part of,6963.0
3062,6981,Inner Oman,1913,1955,Part of,698.0
3065,6982,Kuria Muria Is.,1854,1967,Possession of,200.0
3067,6983,Oman-Sharjah Neutral Zone,1816,1969,Part of,6963.0
3072,7001,Kabul,1842,2020,Part of,700.0
3075,7002,Kandahar,1841,2020,Part of,700.0
3078,7003,Herat,1863,2020,Part of,700.0
3080,7004,Badakhshan,1881,2020,Part of,700.0
3083,7010,Kokand,1876,1991,Part of,365.0
3089,7020,Bokhara,1868,1991,Part of,365.0
3091,7021,Gorno Badakhshan,1895,1925,Claimed by,710.0
3092,7021,Gorno Badakhshan,1895,1925,Claimed by,365.0
3093,7021,Gorno Badakhshan,1895,1925,Claimed by,700.0
3098,7030,Khiva,1873,1920,Protectorate of,365.0
3104,7031,Karakalpakstan,1873,1936,Part of,365.0
3108,7040,Kazakh Lesser Horde,1824,1991,Part of,365.0
3111,7050,Kazakh Middle Horde,1822,1991,Part of,365.0
3114,7060,Kazakh Horde of Bukey,1845,1991,Part of,365.0
3117,7070,Kazakh Greater Horde,1848,1991,Part of,365.0
3119,7100,Spratley Is.,1816,1933,Discovered,
3134,7101,Ping-nan,1873,2020,Part of,710.0
3137,7102,Jungaria,1876,2020,Part of,710.0
3140,7103,Kashgar,1878,2020,Part of,710.0
3143,7104,Kwangtung Territory (Leased),1905,1945,Leased to,740.0
3147,7105,Weihaiwei,1898,1930,Leased to,200.0
3151,7106,Tientsin,1860,1937,Leased to,9998.0
3155,7107,Anhwei-Fukien,1816,1917,Part of,710.0
3157,7108,Yangtze Valley,1816,1917,Part of,710.0
3159,7109,Yunnan,1816,1917,Part of,710.0
3162,7110,Kwanchowan,1898,1943,Leased to,220.0
3163,7110,Kwanchowan,1898,1946,Part of,810.0
3169,7111,Manchuria,1907,1917,Part of,710.0
3170,7111,Manchuria,1905,1932,Occupied by,740.0
3174,7112,Szechwan (Sichuan),1912,1949,Part of,713.0
3176,7113,Chinghai (Tsinghai),1816,1928,Part of,710.0
3179,7114,Xinjiang (Sinkiang),1816,1937,Part of,710.0
3188,7118,Ningxia,1816,1958,Part of,710.0
3190,7121,Inner Mongolia,1816,1937,Part of,710.0
3195,7131,Diaoyu (Senkaku) Is.,1895,1945,Occupied by,740.0
3207,7302,Kaesong,1816,1945,Part of,730.0
3210,7311,Sinuiju,1816,1948,Part of,730.0
3213,7312,Kumgangsan,1816,1948,Part of,730.0
3223,7351,Southern Sakhalin I.,1905,1946,Colony of,740.0
3226,7352,Vladivostok,1860,1917,Part of,365.0
3234,7399,Takeshima (Dokdo) I.,1905,1954,Part of,740.0
3240,7411,Bonin Is.,1876,1945,Part of,740.0
3244,7412,Volcano Is.,1891,1945,Part of,740.0
3248,7413,Marcus I.,1898,1945,Part of,740.0
3251,7414,Parece Vela I.,1816,1931,Discovered,
3257,7415,Tsushima Is.,1861,2020,Part of,740.0
3259,7500,Andaman and Nicobar Is.,1872,1942,Part of,750.0
3264,7501,Andaman Is.,1872,2020,Part of,7500.0
3268,7502,Nicobar Is.,1872,2020,Part of,7500.0
3271,7503,Coromandel Coast Posts,1825,1947,Part of,750.0
3274,7504,Tranquebar and Serampore,1845,1947,Part of,750.0
3276,7505,Hyderabad,1816,1948,Vassal of,750.0
3280,7507,Kashmir,1846,1947,Vassal of,750.0
3284,7511,Bikaner,1816,1947,Vassal of,750.0
3287,7512,Jaipur,1818,1947,Vassal of,750.0
3290,7513,Udaipur,1818,1949,Vassal of,750.0
3293,7514,Kishangarh,1818,1948,Vassal of,750.0
3297,7515,Lawa,1867,1947,Vassal of,750.0
3300,7516,Jodhpur,1818,1947,Vassal of,750.0
3303,7517,Jaisalmer,1818,1947,Vassal of,750.0
3305,7518,Dholpur,1816,1949,Part of,750.0
3308,7519,Karauli,1817,1949,Vassal of,750.0
3311,7521,Kotah,1817,1947,Vassal of,750.0
3314,7522,Banswara,1818,1949,Vassal of,750.0
3317,7523,Dungarpur,1818,1947,Vassal of,750.0
3319,7524,Dartabgarh,1818,1947,Part of,750.0
3322,7525,Kushalgar,1818,1947,Part of,750.0
3325,7526,Bundi,1818,1949,Vassal of,750.0
3328,7527,Tonk,1817,1947,Vassal of,750.0
3331,7528,Pratapgarh,1818,1947,Vassal of,750.0
3334,7529,Shahpura,1818,1949,Vassal of,750.0
3336,7531,Kathiawar,1819,1948,Vassal of,750.0
3339,7532,Holkar (Indore),1818,1950,Vassal of,750.0
3342,7533,Bhopal,1818,1947,Vassal of,750.0
3345,7534,Dhar,1819,1947,Vassal of,750.0
3348,7535,Dewas,1818,1947,Vassal of,750.0
3351,7536,Taraon,1896,1931,Part of,7548.0
3354,7537,Samptar (Datia),1816,1947,Vassal of,750.0
3357,7538,Rewa,1816,1947,Vassal of,750.0
3359,7539,Sawantwadi,1816,1948,Vassal of,750.0
3361,7541,Bilaspur,1816,1948,Vassal of,750.0
3363,7542,Loharu,1816,1947,Vassal of,750.0
3365,7543,Malerkotla,1816,1948,Vassal of,750.0
3367,7544,Sirmur,1816,1948,Vassal of,750.0
3369,7545,Suket,1816,1948,Vassal of,750.0
3371,7546,Garwahl,1816,1949,Vassal of,750.0
3373,7548,Bagelkhand,1871,1933,Vassal of,750.0
3374,7549,Bundelkhand,1816,1948,Vassal of,750.0
3377,7551,Malwa,1818,1947,Part of,750.0
3380,7552,Khairpur,1838,1947,Vassal of,750.0
3382,7553,Idar,1816,1947,Vassal of,750.0
3385,7554,Saugor,1818,1950,Part of,750.0
3388,7555,Damoh,1818,1947,Part of,750.0
3391,7556,Berar,1853,1947,Part of,750.0
3394,7557,Khandesh,1818,1947,Part of,750.0
3397,7558,Nasik,1818,1947,Part of,750.0
3400,7559,Ahmadnagar,1817,1947,Part of,750.0
3403,7561,Poona,1818,1947,Part of,750.0
3406,7562,Sholapur,1818,1947,Part of,750.0
3409,7563,Ratnagiri,1818,1947,Part of,750.0
3412,7564,Bijapur,1818,1947,Part of,7578.0
3414,7566,Travancore,1816,1949,Part of,750.0
3416,7570,Junagadh,1816,1948,Vassal of,750.0
3419,7571,Sirohi,1823,1949,Part of,750.0
3422,7572,Assam,1826,1947,Part of,750.0
3424,7573,Kapurthala,1816,1947,Vassal of,750.0
3426,7574,Chota Nagpur,1816,1947,Vassal of,750.0
3429,7575,Kodagu (Coorg),1834,1950,Part of,750.0
3431,7576,Karnal,1816,1947,Part of,750.0
3434,7577,Sambalpur,1817,1947,Vassal of,750.0
3437,7578,Satara,1818,1947,Part of,750.0
3439,7579,Gwalior (Sindhia),1816,1948,Vassal of,750.0
3443,7581,Jhansi,1858,2020,Part of,7579.0
3444,7582,Rampur,1816,1947,Vassal of,750.0
3448,7583,Jubbulpore,1861,2020,Part of,7556.0
3451,7584,Balaghat,1854,2020,Part of,750.0
3454,7585,Nagpur,1854,1947,Part of,750.0
3457,7586,Oudh,1856,1947,Part of,750.0
3459,7587,Manipur,1824,1947,Vassal of,750.0
3462,7588,Baluchistan (Kalat),1839,1947,Vassal of,750.0
3467,7691,Lahore (Sikh Empire),1849,1947,Part of,750.0
3471,7692,Peshawar,1834,1947,Part of,750.0
3474,7693,Sindh,1843,1947,Part of,750.0
3477,7694,Bahawalpur,1833,1947,Vassal of,750.0
3480,7701,Swat,1849,1947,Vassal of,750.0
3485,7702,Hunza,1891,1947,Vassal of,750.0
3489,7703,Nagar,1891,1947,Vassal of,750.0
3493,7704,Chitral,1895,1947,Vassal of,750.0
3497,7705,Dir,1895,1948,Vassal of,750.0
3501,7706,Amb,1845,1948,Vassal of,750.0
3504,7707,Gwadar,1816,1958,Possession of,698.0
3506,7708,Azad Kashmir,1816,1947,Part of,7507.0
3511,7709,Gilgit Baltistan (Northern Areas),1846,1947,Part of,7507.0
3516,7746,Bawlake,1816,2020,Part of,7798.0
3517,7747,Kyebogyi,1816,2020,Part of,7798.0
3518,7748,Naungpale,1816,2020,Part of,7798.0
3519,7749,Nammekon,1816,2020,Part of,7798.0
3524,7751,Hsipaw,1887,1948,Protectorate of,200.0
3528,7752,Tawngpeng,1887,1948,Protectorate of,200.0
3531,7753,North Hsenwi,1888,1948,Protectorate of,200.0
3534,7754,South Hsenwi,1888,1948,Protectorate of,200.0
3538,7755,Mang Lon,1888,1959,Part of,775.0
3541,7756,Hsamonghkam,1887,1948,Protectorate of,200.0
3545,7757,Kyawkku,1887,1922,Protectorate of,200.0
3548,7758,Kyong,1886,1948,Protectorate of,200.0
3550,7759,Loi Ai,1816,1930,Part of,7771.0
3553,7760,Loi Long,1887,1948,Protectorate of,200.0
3556,7761,Loi Maw,1887,1948,Protectorate of,200.0
3559,7762,Maw,1887,1934,Protectorate of,200.0
3562,7763,Mawnang,1887,1948,Protectorate of,200.0
3565,7764,Mawson,1887,1948,Protectorate of,200.0
3567,7765,Namhkam,1816,1960,Part of,710.0
3570,7766,Namtok,1887,1931,Protectorate of,200.0
3573,7767,Pangmi,1887,1948,Protectorate of,200.0
3576,7768,Pangtara,1887,1948,Protectorate of,200.0
3579,7769,Pwehla,1887,1948,Protectorate of,200.0
3582,7770,Yengan,1887,1948,Protectorate of,200.0
3585,7771,Yawnghwe,1887,1948,Protectorate of,200.0
3590,7772,Lawksawk,1886,1948,Protectorate of,200.0
3594,7773,Wanyin,1887,1948,Protectorate of,200.0
3598,7774,Samka,1887,1948,Protectorate of,200.0
3601,7775,Hsahtung,1887,1948,Protectorate of,200.0
3604,7776,Hopong,1887,1948,Protectorate of,200.0
3607,7777,Namhkok,1887,1948,Protectorate of,200.0
3610,7778,Mong Pai,1887,1948,Protectorate of,200.0
3613,7779,Nawng Wawn,1887,1948,Protectorate of,200.0
3616,7780,Sa-koi,1887,1948,Protectorate of,200.0
3619,7781,Lai Hka,1888,1948,Protectorate of,200.0
3622,7782,Mong Kung,1887,1948,Protectorate of,200.0
3626,7783,Mong Nai,1887,1948,Protectorate of,200.0
3630,7784,Mawkmai,1887,1948,Protectorate of,200.0
3634,7785,Mong Pawn,1887,1948,Protectorate of,200.0
3638,7786,Mong Sit,1887,1948,Protectorate of,200.0
3642,7787,Mong Pan,1887,1948,Protectorate of,200.0
3650,7789,Mong Nawng,1887,1948,Protectorate of,200.0
3655,7790,Kehsi Mansam,1887,1948,Protectorate of,200.0
3660,7791,Keng Lon,1887,1926,Protectorate of,200.0
3663,7792,Mong Hsu,1887,1948,Protectorate of,200.0
3667,7793,Keng Tung,1887,1948,Protectorate of,200.0
3671,7794,Hsawnghsup,1887,1948,Protectorate of,200.0
3675,7795,Singkaling Hkamti,1887,1948,Protectorate of,200.0
3678,7796,Mong Mit,1887,1948,Protectorate of,200.0
3682,7797,Hkamti Long,1887,1948,Protectorate of,200.0
3685,7798,Western Karenni,1875,1948,Protectorate of,200.0
3689,7799,Kantarawadi (Eastern Karenni),1885,1948,Protectorate of,200.0
3695,7910,Tibet,1912,1951,Sovereign (unrecognized),
3697,8001,Chiang Mai (Lan-na),1816,2020,Part of,800.0
3698,8002,Pattani,1817,2020,Part of,800.0
3701,8121,Vientiane,1893,1949,Part of,810.0
3704,8122,Luang Prabang (Lan Sang),1893,1949,Part of,810.0
3707,8123,Xiangkhouang,1893,1949,Part of,810.0
3714,8151,Cochin China,1887,1949,Part of,810.0
3719,8152,Annam,1887,1949,Part of,810.0
3725,8153,Tonkin,1887,1949,Part of,810.0
3728,8171,Paracel Is.,1816,1945,Claimed by,710.0
3739,8201,Perak,1895,1946,Part of,821.0
3745,8202,Selangore,1895,1946,Part of,821.0
3751,8203,Pahang,1895,1946,Part of,821.0
3756,8210,Negeri Sembilan,1895,1946,Part of,821.0
3760,8211,Seremban (Songei Ujong),1874,2020,Part of,8210.0
3762,8212,Rembau,1889,2020,Part of,8210.0
3764,8213,Seri Menanti,1878,2020,Part of,8210.0
3766,8214,Ulu Muar,1878,2020,Part of,8210.0
3768,8215,Jempol,1878,2020,Part of,8210.0
3770,8216,Johol,1878,2020,Part of,8210.0
3773,8217,Tampin,1889,2020,Part of,8210.0
3781,8222,Kedah,1909,1942,Protectorate of,200.0
3786,8223,Kelantan,1909,1942,Protectorate of,200.0
3792,8224,Perlis,1909,1942,Protectorate of,200.0
3797,8225,Trengganu,1909,1942,Protectorate of,200.0
3804,8231,Labuan I.,1907,1946,Part of,827.0
3809,8271,Malacca,1826,1946,Part of,827.0
3812,8272,Penang,1826,1946,Part of,827.0
3817,8401,Sulu Sultanate,1903,1915,Protectorate of,2.0
3820,8402,Bohol,1829,2020,Part of,840.0
3821,8403,Mindanao,1816,1977,Part of,840.0
3823,8525,Sambas,1818,1949,Part of,850.0
3826,8531,Atjeh,1903,1949,Part of,850.0
3829,8532,Deli,1872,1949,Part of,850.0
3831,8533,Siak,1816,1946,Part of,8551.0
3835,8534,Minangkabau (Melayu),1837,1949,Part of,850.0
3838,8535,Kulon,1824,1949,Part of,850.0
3841,8536,Jambi,1834,1949,Part of,850.0
3844,8537,Palembang,1825,1949,Part of,850.0
3847,8538,Kutai,1844,1949,Part of,850.0
3850,8539,Toraja,1907,1949,Part of,850.0
3853,8541,Bali,1856,1949,Part of,850.0
3856,8542,Lombok,1894,1949,Part of,850.0
3859,8543,Banjermassin,1861,1949,Part of,850.0
3862,8544,Riau,1844,1949,Part of,850.0
3865,8545,Tapanuli Selatan (Angkola),1832,1949,Part of,850.0
3868,8546,Mandailing,1832,1949,Part of,850.0
3871,8547,Tapanuli,1840,1949,Part of,850.0
3873,8548,Lampung,1816,1949,Part of,850.0
3876,8549,Buni,1859,1949,Part of,850.0
3879,8551,Indrapura,1861,1946,Part of,850.0
3882,8552,Bone,1905,1949,Part of,850.0
3885,8553,Gowa,1911,1949,Part of,850.0
3888,8554,Luwu,1861,1949,Part of,850.0
3891,8555,Bencoolen,1825,1949,Part of,850.0
3894,8560,Buleleng,1856,1949,Part of,850.0
3897,8561,Jembrana,1856,1949,Part of,850.0
3901,9001,Christmas I.,1889,1942,Part of,827.0
3910,9002,Cocos (Keeling) Is.,1882,1942,Part of,827.0
3916,9003,Coral Sea Is.,1901,1969,Part of,900.0
3918,9004,Norfolk I.,1816,1920,Colony of,200.0
3921,9005,Heard and McDonald Is.,1853,1947,Possession of,200.0
3925,9006,Macquarie I.,1901,2020,Possession of,900.0
3926,9007,Lord Howe I.,1816,1919,Possession of,200.0
3929,9008,Ashmore and Cartier Is,1878,1931,Possession of,200.0
3942,9201,Tokelau Is.,1877,1916,Protectorate of,200.0
3946,9202,Kermadec Is.,1883,2020,Possession of,920.0
3948,9203,Chatham Is.,1842,2020,Possession of,920.0
3949,9204,Bounty Is.,1816,1919,Discovered,
3952,9205,Auckland Is.,1842,2020,Possession of,920.0
3953,9206,Campbell I.,1816,2020,Possession of,920.0
3954,9251,Rarotonga,1816,2020,Part of,925.0
3956,9252,Northern Cook Is.,1901,2020,Possession of,925.0
3960,9253,Niue I.,1904,1974,Colony of,920.0
3963,9301,Chesterfield Is.,1878,2020,Part of,930.0
3964,9321,Wallis and Futuna Is.,1887,1961,Protectorate of,220.0
3965,9321,Wallis and Futuna Is.,1887,1961,Part of,930.0
3968,9322,Uvea,1887,2020,Part of,9321.0
3970,9323,Tua (Singave),1888,2020,Part of,9321.0
3972,9324,Alo (Futuna),1888,2020,Part of,9321.0
3974,9351,Vemarana (Espiritu Santo),1906,1980,Part of,935.0
3983,9451,Banaba I. (Ocean I.),1900,1916,Possession of,200.0
3990,9452,Christmas Is.,1888,1916,Possession of,200.0
3994,9453,Fanning I.,1888,1916,Possession of,200.0
3999,9454,Teraina (Washington I.),1889,1916,Possession of,200.0
4006,9462,Malden I.,1856,1979,Claimed by,2.0
4010,9463,Starbuck I.,1856,1979,Claimed by,2.0
4014,9464,Vostok I.,1856,1979,Claimed by,2.0
4018,9465,Flint I.,1856,1979,Claimed by,2.0
4022,9466,Caroline I.,1868,1979,Claimed by,200.0
4026,9501,Rotuma I.,1881,2020,Part of,950.0
4028,9551,Vava'u,1833,2020,Part of,955.0
4030,9552,Tongatapu,1845,2020,Part of,955.0
4032,9553,Ha'apai,1845,2020,Part of,955.0
4035,9601,Society Is.,1903,2020,Part of,960.0
4039,9602,Marquesas Is.,1903,2020,Part of,960.0
4043,9603,Tuamotu Is.,1903,2020,Part of,960.0
4046,9604,Gambier Is.,1886,2020,Part of,960.0
4050,9605,Tubuai Is. (Austral Is.),1903,2020,Part of,960.0
4052,9606,Tahiti,1843,2020,Part of,9601.0
4055,9610,Clipperton I.,1858,1931,Occupied by,220.0
4056,9610,Clipperton I.,1897,1931,Occupied by,70.0
4061,9620,Pitcairn Is.,1839,2020,Colony of,200.0
4064,9621,Ducie I.,1903,2020,Part of,9620.0
4066,9720,Wake I.,1898,1941,Colony of,2.0
4069,9730,Midway Is.,1859,2020,Dependency of,2.0
4074,9740,Palmyra Is.,1912,1960,Part of,4.0
4077,9750,Johnston I.,1858,1934,Claimed by,2.0
4080,9760,Kingman Reef,1860,1922,Claimed by,2.0
4088,9771,Baker I.,1886,1935,Claimed by,200.0
4092,9772,Jarvis I.,1889,1935,Claimed by,200.0
4112,9960,Australian Antarctic Territory,1841,1933,Claimed by,200.0
4116,9971,Adelie Land,1840,1955,Claimed by,220.0
4119,9972,St. Paul and New Amsterdam Is.,1843,1955,Possession of,220.0
4122,9973,Kerguelen Is.,1893,1955,Possession of,220.0
4124,9974,Crozet Is.,1816,1955,Possession of,220.0
4128,9981,Palmer Antarctic Territory,1908,1962,Claimed by,1163.0
4131,9982,South Orkney Is.,1833,1962,Part of,1163.0
4134,9983,South Shetland Is.,1833,1962,Part of,1163.0
4137,9984,South Sandwich Is.,1908,1985,Part of,1163.0
4145,9993,Bouvet I.,1816,1927,Discovered,
4147,9994,Ross Dependency,1841,1923,Discovered,
4149,9998,Concessions in China,1846,1949,International,
